id	speaker	headline	URL	description	transcript_URL	month_filmed	year_filmed	event	duration	date_published	tags
77	Sheila Patek	The shrimp with a kick!	http://www.ted.com/talks/view/id/77	"Biologist Sheila Patek talks about her work measuring the feeding strike of the mantis shrimp, one of the fastest movements in the animal world, using video cameras recording at 20,000 frames per second."	http://www.ted.com/talks/view/id/77/transcript?language=en	2	2004	TED2004	0:16:25	4/5/07	"online video,oceans,biology,biomechanics,science,technology"
78	Al Seckel	Visual illusions that show how we (mis)think	http://www.ted.com/talks/view/id/78	"Al Seckel, a cognitive neuroscientist, explores the perceptual illusions that fool our brains. Loads of eye tricks help him prove that not only are we easily fooled, we kind of like it."	http://www.ted.com/talks/view/id/78/transcript?language=en	2	2004	TED2004	0:14:33	4/5/07	"illusion,cognitive science,psychology,brain,culture,design"
79	Iqbal Quadir	How mobile phones can fight poverty	http://www.ted.com/talks/view/id/79	"Iqbal Quadir tells how his experiences as a kid in poor Bangladesh, and later as a banker in New York, led him to start a mobile phone operator connecting 80 million rural Bangladeshi -- and to become a champion of bottom-up development."	http://www.ted.com/talks/view/id/79/transcript?language=en	7	2005	TEDGlobal 2005	0:15:52	10/10/06	"telecom,transportation,alternative energy,microfinance,invention,poverty,investment,culture,global development,global issues,technology,business,communication"
80	Juan Enriquez	The life code that will reshape the future	http://www.ted.com/talks/view/id/80	"Scientific discoveries, futurist Juan Enriquez notes, demand a shift in code, and our ability to thrive depends on our mastery of that code. Here, he applies this notion to the field of genomics."	http://www.ted.com/talks/view/id/80/transcript?language=en	2	2003	TED2003	0:22:20	4/5/07	"TED Brain Trust,biotech,invention,genetics,DNA,culture,science,technology,business"
81	Nora York	"Singing ""What I Want"""	http://www.ted.com/talks/view/id/81	"Nora York gives a stunning performance of her song ""What I Want,"" with Jamie Lawrence (keyboards), Steve Tarshis (guitar) and Arthur Kell (bass)."	http://www.ted.com/talks/view/id/81/transcript?language=en	12	2006	TEDSalon 2006	0:04:36	4/5/07	"poetry,live music,music,singer,entertainment,performance"
82	Dean Kamen	"Luke, a new prosthetic arm for soldiers"	http://www.ted.com/talks/view/id/82	Inventor Dean Kamen previews the prosthetic arm heâ€™s developing at the request of the US Department of Defense. His quiet commitment to using technology to solve problems -- while honoring the human spirit -- has never been more clear.	http://www.ted.com/talks/view/id/82/transcript?language=en	3	2007	TED2007	0:05:10	8/28/07	"prosthetics,invention,health care,demo,culture,war,science,global issues,technology,peace"
83	E.O. Wilson	My wish: Build the Encyclopedia of Life	http://www.ted.com/talks/view/id/83	"As E.O. Wilson accepts his 2007 TED Prize, he makes a plea on behalf of all creatures that we learn more about our biosphere -- and build a networked encyclopedia of all the world's knowledge about life."	http://www.ted.com/talks/view/id/83/transcript?language=en	3	2007	TED2007	0:22:35	4/3/07	"ants,TED Prize,insects,biology,science,nature,biodiversity,ecology,global issues,technology"
84	James Nachtwey	My wish: Let my photographs bear witness	http://www.ted.com/talks/view/id/84	"Accepting his 2007 TED Prize, war photographer James Nachtwey shows his life's work and asks TED to help him continue telling the story with innovative, exciting uses of news photography in the digital era."	http://www.ted.com/talks/view/id/84/transcript?language=en	3	2007	TED2007	0:21:56	4/3/07	"photography,poverty,culture,activism,media,war,social change,storytelling,global issues,art"
85	Bill Clinton	My wish: Rebuilding Rwanda	http://www.ted.com/talks/view/id/85	"Accepting the 2007 TED Prize, Bill Clinton asks for help in bringing health care to Rwanda -- and the rest of the world."	http://www.ted.com/talks/view/id/85/transcript?language=en	3	2007	TED2007	0:24:07	4/3/07	"TED Prize,Africa,economics,health care,culture,global issues,technology,business"
86	Julia Sweeney	Letting go of God	http://www.ted.com/talks/view/id/86	"When two young Mormon missionaries knock on Julia Sweeney's door one day, it touches off a quest to completely rethink her own beliefs, in this excerpt from Sweeney's solo show ""Letting Go of God."""	http://www.ted.com/talks/view/id/86/transcript?language=en	2	2006	TED2006	0:16:32	7/10/06	"atheism,Christianity,God,culture,comedy,religion,performance,storytelling,humor"
87	Ze Frank	Nerdcore comedy	http://www.ted.com/talks/view/id/87	"Performer and web toymaker Ze Frank delivers a hilarious nerdcore standup routine, then tells us what he's seriously passionate about: helping people create and interact using simple, addictive web tools."	http://www.ted.com/talks/view/id/87/transcript?language=en	2	2004	TED2004	0:18:56	8/25/06	"dance,software,demo,culture,comedy,entertainment,performance,humor,collaboration,community"
89	Ben Saunders	Why did I ski to the North Pole?	http://www.ted.com/talks/view/id/89	"Arctic explorer Ben Saunders recounts his harrowing solo ski trek to the North Pole, complete with engaging anecdotes, gorgeous photos and never-before-seen video."	http://www.ted.com/talks/view/id/89/transcript?language=en	2	2005	TED2005	0:18:03	10/25/06	"travel,sports,culture,personal growth,potential,exploration,climate change,global issues,technology"
90	Neil Gershenfeld	Unleash your creativity in a Fab Lab	http://www.ted.com/talks/view/id/90	MIT professor Neil Gershenfeld talks about his Fab Lab -- a low-cost lab that lets people build things they need using digital and analog tools. It's a simple idea with powerful results.	http://www.ted.com/talks/view/id/90/transcript?language=en	2	2006	TED2006	0:17:18	2/19/07	"code,invention,computers,education,culture,social change,science,engineering,materials,technology"
91	Jacqueline Novogratz	Invest in Africa's own solutions	http://www.ted.com/talks/view/id/91	"Jacqueline Novogratz applauds the world's heightened interest in Africa and poverty, but argues persuasively for a new approach."	http://www.ted.com/talks/view/id/91/transcript?language=en	7	2005	TEDGlobal 2005	0:12:53	10/10/06	"TED Brain Trust,philanthropy,microfinance,Africa,poverty,investment,culture,global development,entrepreneur,business"
92	Hans Rosling	The best stats you've ever seen	http://www.ted.com/talks/view/id/92	"You've never seen data presented like this. With the drama and urgency of a sportscaster, statistics guru Hans Rosling debunks myths about the so-called ""developing world."""	http://www.ted.com/talks/view/id/92/transcript?language=en	2	2006	TED2006	0:19:50	6/27/06	"Asia,statistics,math,Google,Africa,economics,health,demo,visualizations,global development,global issues"
93	Barry Schwartz	The paradox of choice	http://www.ted.com/talks/view/id/93	"Psychologist Barry Schwartz takes aim at a central tenet of western societies: freedom of choice. In Schwartz's estimation, choice has made us not freer but more paralyzed, not happier but more dissatisfied."	http://www.ted.com/talks/view/id/93/transcript?language=en	7	2005	TEDGlobal 2005	0:19:37	9/26/06	"happiness,economics,psychology,decision-making,culture,personal growth,potential,choice,business"
94	Dan Dennett	Let's teach religion -- all religion -- in schools	http://www.ted.com/talks/view/id/94	"Philosopher Dan Dennett calls for religion -- all religion -- to be taught in schools, so we can understand its nature as a natural phenomenon. Then he takes on The Purpose-Driven Life, disputing its claim that, to be moral, one must deny evolution."	http://www.ted.com/talks/view/id/94/transcript?language=en	2	2006	TED2006	0:24:45	7/18/06	"atheism,TED Brain Trust,consciousness,God,philosophy,cognitive science,evolution,brain,religion"
96	Tony Robbins	Why we do what we do	http://www.ted.com/talks/view/id/96	"Tony Robbins discusses the ""invisible forces"" that motivate everyone's actions -- and high-fives Al Gore in the front row."	http://www.ted.com/talks/view/id/96/transcript?language=en	2	2006	TED2006	0:21:45	6/27/06	"goal-setting,psychology,motivation,culture,potential,politics,entertainment,business"
97	Dan Gilbert	The surprising science of happiness	http://www.ted.com/talks/view/id/97	"Dan Gilbert, author of ""Stumbling on Happiness,"" challenges the idea that weâ€™ll be miserable if we donâ€™t get what we want. Our ""psychological immune system"" lets us feel truly happy even when things donâ€™t go as planned."	http://www.ted.com/talks/view/id/97/transcript?language=en	2	2004	TED2004	0:21:16	9/26/06	"TED Brain Trust,happiness,psychology,evolution,brain,culture,choice,science"
98	Richard Dawkins	Why the universe seems so strange	http://www.ted.com/talks/view/id/98	"Biologist Richard Dawkins makes a case for ""thinking the improbable"" by looking at how the human frame of reference limits our understanding of the universe."	http://www.ted.com/talks/view/id/98/transcript?language=en	7	2005	TEDGlobal 2005	0:21:56	9/12/06	"cosmos,cognitive science,psychology,astronomy,physics,evolution,biology,science"
99	Jill Sobule	"Global warming's theme song, ""Manhattan in January"""	http://www.ted.com/talks/view/id/99	"A happy song about global warming, from Jill Sobule."	http://www.ted.com/talks/view/id/99/transcript?language=en	2	2006	TED2006	0:02:43	4/6/07	"guitar,music,vocals,climate change,environment,performance"
101	Caroline Lavelle	Casting a spell on the cello	http://www.ted.com/talks/view/id/101	"Caroline Lavelle plays the cello like a sorceress casting a spell, occasionally hiding behind her wild mane of blond hair as she sings of pastoral themes. She performs ""Farther than the Sun,"" backed by Thomas Dolby on keyboards."	http://www.ted.com/talks/view/id/101/transcript?language=en	2	2005	TED2005	0:07:39	4/6/07	"cello,music,vocals,entertainment,performance"
102	Dan Dennett	The illusion of consciousness	http://www.ted.com/talks/view/id/102	"Philosopher Dan Dennett makes a compelling argument that not only don't we understand our own consciousness, but that half the time our brains are actively fooling us."	http://www.ted.com/talks/view/id/102/transcript?language=en	2	2003	TED2003	0:21:48	4/6/07	"TED Brain Trust,consciousness,illusion,self,visualizations,brain,culture,entertainment"
103	Evelyn Glennie	How to truly listen	http://www.ted.com/talks/view/id/103	"In this soaring demonstration, deaf percussionist Evelyn Glennie illustrates how listening to music involves much more than simply letting sound waves hit your eardrums."	http://www.ted.com/talks/view/id/103/transcript?language=en	2	2003	TED2003	0:32:09	4/6/07	"live music,music,entertainment,performance,creativity"
104	William McDonough	Cradle to cradle design	http://www.ted.com/talks/view/id/104	"Green-minded architect and designer William McDonough asks what our buildings and products would look like if designers took into account ""all children, all species, for all time."""	http://www.ted.com/talks/view/id/104/transcript?language=en	2	2005	TED2005	0:20:05	4/6/07	"china,culture,architecture,cities,environment,sustainability,design,global issues,technology,business"
